+---------------------------------------+---------+-------------+-----------+------------+----------+-----------+-------------------------------------------------+
| Name                                  | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                           |
| fuel_lecm_247_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_len_236                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_len_236_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_len_236_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_lep_239                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_lep_239_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_lep_239_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_lep_241                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_lep_241_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_lep_241_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_leu_233                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_leu_233_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_leu_233_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_leu_235                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_leu_235_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_leu_235_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_tbu                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_tbu_fluoride                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| fuel_tbu_fluoride_flibe               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| gasoline                              |     789 |         300 |      1200 |          0 | COMMON   |     false | immersivepetroleum:fluid_gasoline               |
| gelatin                               |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_gelatin                      |
| glass                                 |    2000 |         625 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_glass                         |
| glistering_melon_juice                |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| glowstone                             |    -500 |         300 |       100 |         15 | UNCOMMON |      true | thermalfoundation:fluid_glowstone               |
| glowstone_nak                         |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| glowstone_nak_hot                     |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| gold                                  |    2000 |         532 |     10000 |         10 | RARE     |     false | tconstruct:molten_gold                          |
| gold_nak                              |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| gold_nak_hot                          |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| golden_apple_juice                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| golden_carrot_juice                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| hard_carbon                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_hard_carbon                  |
| helium                                |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_helium                       |
| helium3                               |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_helium3                      |
| high_pressure_steam                   |     -10 |        1200 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_high_pressure_steam          |
| honey                                 |    1000 |         300 |      1500 |          0 | COMMON   |     false | biomesoplenty:honey                             |
| hot_spring_water                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | biomesoplenty:hot_spring_water                  |
| hydrated_gelatin                      |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrated_gelatin             |
| hydrofluoric_acid                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrofluoric_acid            |
| hydrogen                              |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_hydrogen                     |
| ic2air                                |       0 |         300 |       500 |          0 | COMMON   |      true | ic2:air                                         |
| ic2biogas                             |    1000 |         300 |      3000 |          0 | COMMON   |      true | ic2:biogas                                      |
| ic2biomass                            |    1000 |         300 |      3000 |          0 | COMMON   |     false | ic2:biomass                                     |
| ic2construction_foam                  |   10000 |         300 |     50000 |          0 | COMMON   |     false | ic2:construction_foam                           |
| ic2coolant                            |    1000 |         300 |      3000 |          0 | COMMON   |     false | ic2:coolant                                     |
| ic2creosote                           |   10000 |         300 |     50000 |          0 | COMMON   |     false | ic2:creosote                                    |
| ic2distilled_water                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | ic2:distilled_water                             |
| ic2heavy_water                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | ic2:heavy_water                                 |
| ic2hot_coolant                        |    1000 |        1200 |      3000 |          0 | COMMON   |     false | ic2:hot_coolant                                 |
| ic2hot_water                          |    1000 |         350 |      1000 |          0 | COMMON   |     false | ic2:hot_water                                   |
| ic2hydrogen                           |       0 |         300 |       500 |          0 | COMMON   |      true | ic2:hydrogen                                    |
| ic2milk                               |    1050 |         300 |      1000 |          0 | COMMON   |     false | ic2:milk                                        |
| ic2oxygen                             |       0 |         300 |       500 |          0 | COMMON   |      true | ic2:oxygen                                      |
| ic2pahoehoe_lava                      |   50000 |        1200 |    250000 |         10 | COMMON   |     false | ic2:pahoehoe_lava                               |
| ic2steam                              |    -800 |         420 |       300 |          0 | COMMON   |      true | ic2:steam                                       |
| ic2superheated_steam                  |   -3000 |         600 |       100 |          0 | COMMON   |      true | ic2:superheated_steam                           |
| ic2uu_matter                          |    3000 |         300 |      3000 |          0 | COMMON   |     false | ic2:uu_matter                                   |
| ic2weed_ex                            |    1000 |         300 |      1000 |          0 | COMMON   |     false | ic2:weed_ex                                     |
| invar                                 |    1000 |        1400 |      1000 |          0 | COMMON   |     false | tconstruct:molten_invar                         |
| iridium                               |    1000 |        1400 |      1000 |          0 | UNCOMMON |     false | tconstruct:molten_iridium                       |
| iron                                  |    2000 |         769 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_iron                          |
| iron_nak                              |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| iron_nak_hot                          |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| knightmetal                           |    1000 |        1000 |      1000 |         15 | COMMON   |     false | twilightforest:molten_knightmetal               |
| knightslime                           |    2000 |         520 |     10000 |         10 | EPIC     |     false | tconstruct:molten_knightslime                   |
| koh                                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_koh                          |
| lapis                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| lapis_nak                             |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| lapis_nak_hot                         |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| lava                                  |    3000 |        1300 |      6000 |         15 | COMMON   |     false | minecraft:lava                                  |
| lead                                  |    2000 |         400 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_lead                          |
| lif                                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lif                          |
| liquid_death                          |    1000 |         300 |      1500 |          0 | RARE     |     false | thaumcraft:liquid_death                         |
| liquid_nitrogen                       |     810 |          70 |       170 |          0 | COMMON   |     false | nuclearcraft:fluid_liquid_nitrogen              |
| liquidantimatter                      |    4000 |         100 |      1500 |          0 | COMMON   |     false | abyssalcraft:antiwater                          |
| liquidcoralium                        |    3000 |         350 |      1000 |          0 | COMMON   |     false | abyssalcraft:cwater                             |
| liquidhelium                          |     150 |           4 |         1 |          0 | COMMON   |     false | nuclearcraft:fluid_liquidhelium                 |
| liquidhelium_nak                      |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| liquidhelium_nak_hot                  |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| lithium                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium                      |
| lithium6                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium6                     |
| lithium7                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium7                     |
| low_pressure_steam                    |     -10 |         800 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_pressure_steam           |
| low_quality_steam                     |     -10 |         350 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_quality_steam            |
| lubricant                             |     925 |         300 |      1000 |          0 | COMMON   |     false | immersivepetroleum:fluid_lubricant              |
| lumium                                |    1000 |        1000 |      1000 |          0 | UNCOMMON |     false | tconstruct:molten_lumium                        |
| magnesium                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | tconstruct:molten_magnesium                     |
| magnesium_nak                         |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| magnesium_nak_hot                     |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| mana                                  |     600 |         350 |      6000 |         15 | EPIC     |     false | thermalfoundation:fluid_mana                    |
| manganese                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_manganese                    |
| manganese_dioxide                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_manganese_dioxide            |
| manyullyn                             |    2000 |        1000 |     10000 |         10 | RARE     |     false | tconstruct:molten_manyullyn                     |
| marshmallow                           |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_marshmallow                  |
| melon_juice                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| methanol                              |     800 |         300 |       800 |          0 | COMMON   |     false | nuclearcraft:fluid_methanol                     |
| milk                                  |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| milk_chocolate                        |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_milk_chocolate               |
| mineralized_acid_water                |    1000 |         300 |      1000 |          0 | UNCOMMON |     false | contenttweaker:mineralized_acid_water           |
| moltenabyssalnite                     |    2000 |         700 |     10000 |         10 | UNCOMMON |     false | acintegration:moltenabyssalnite                 |
| moltendreadium                        |    2000 |         900 |     10000 |         10 | UNCOMMON |     false | acintegration:moltendreadium                    |
| moltenrefinedcoralium                 |    2000 |         800 |     10000 |         10 | UNCOMMON |     false | acintegration:moltencoralium                    |
| murky_water                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | mahoutsukai:murky_water                         |
| mushroom_stew                         |    2000 |         300 |      2000 |          0 | COMMON   |     false | -                                               |
| nak                                   |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_nak                          |
| nak_hot                               |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_nak_hot                      |
| naoh                                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_naoh                         |
| napalm                                |    1000 |         300 |      4000 |          0 | COMMON   |     false | immersivepetroleum:fluid_napalm                 |
| neptunium_236                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| neptunium_236_fluoride                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| neptunium_236_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| neptunium_237                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| neptunium_237_fluoride                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| neptunium_237_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| neutron                               |   10000 |         300 |        40 |          7 | COMMON   |     false | nuclearcraft:fluid_neutron                      |
| nickel                                |    2000 |         727 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_nickel                        |
| nitrogen                              |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_nitrogen                     |
| obsidian                              |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_obsidian                      |
| oil                                   |    1000 |         300 |      2250 |          0 | COMMON   |     false | immersivepetroleum:fluid_crude_oil              |
| oxygen                                |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_oxygen                       |
| oxygen_difluoride                     |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_oxygen_difluoride            |
| petrotheum                            |    4000 |         350 |      1500 |          0 | RARE     |     false | thermalfoundation:fluid_petrotheum              |
| pigiron                               |    2000 |         600 |     10000 |         10 | EPIC     |     false | tconstruct:molten_pigiron                       |
| plantoil                              |     925 |         300 |      2000 |          0 | COMMON   |     false | immersiveengineering:fluidplantoil              |
| plasma                                |      50 |       10000 |       100 |         15 | COMMON   |     false | nuclearcraft:fluid_plasma                       |
| platinum                              |    1000 |        1400 |      1000 |          0 | UNCOMMON |     false | tconstruct:molten_platinum                      |
| plutonium                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_238                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_238_fluoride                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_238_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_239                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_239_fluoride                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_239_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_241                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_241_fluoride                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_241_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_242                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_242_fluoride                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_242_fluoride_flibe          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_fluoride                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| plutonium_fluoride_flibe              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| poison                                |    1000 |         300 |      1000 |          0 | COMMON   |     false | biomesoplenty:poison                            |
| polluted_water                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | adpother:polluted_water                         |
| potassium                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_potassium                    |
| potassium_fluoride_solution           |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_fluoride_solution  |
| potassium_hydroxide_solution          |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_hydroxide_solution |
| potato_soup                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| potion                                |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                               |
| potion_lingering                      |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                               |
| potion_splash                         |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                               |
| preheated_water                       |    1000 |         400 |       250 |          0 | COMMON   |     false | nuclearcraft:fluid_preheated_water              |
| psimetal                              |    2000 |         696 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_psimetal                 |
| pumpkin_juice                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| purified_water                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | toughasnails:purified_water                     |
| purifying_fluid                       |    1000 |         300 |      1000 |          5 | RARE     |     false | thaumcraft:purifying_fluid                      |
| purpleslime                           |    1600 |         370 |      1600 |          0 | COMMON   |     false | tconstruct:purpleslime                          |
| pyrotheum                             |    2000 |        4000 |      1200 |         15 | RARE     |     false | thermalfoundation:fluid_pyrotheum               |
| quartz                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| quartz_nak                            |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| quartz_nak_hot                        |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| rabbit_stew                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| radaway                               |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway                      |
| radaway_slow                          |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway_slow                 |
| redstone                              |    1200 |         300 |      1500 |          7 | UNCOMMON |     false | thermalfoundation:fluid_redstone                |
| redstone_nak                          |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| redstone_nak_hot                      |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| refined_biofuel                       |     750 |         300 |       800 |          0 | COMMON   |     false | -                                               |
| refined_fuel                          |     750 |         300 |       800 |          0 | COMMON   |     false | -                                               |
| refined_oil                           |     800 |         300 |      1400 |          0 | COMMON   |     false | -                                               |
| resin                                 |     900 |         300 |      3000 |          0 | COMMON   |     false | -                                               |
| rocketfuel                            |     800 |         300 |      1500 |          2 | COMMON   |     false | advancedrocketry:rocketfuel                     |
| rubber                                |    1200 |         300 |      1500 |          0 | COMMON   |     false | thebetweenlands:rubber                          |
| sand                                  |   50000 |         300 |     10000 |          0 | COMMON   |     false | biomesoplenty:sand                              |
| sap                                   |    1050 |         300 |      1500 |          0 | COMMON   |     false | -                                               |
| seed_oil                              |     950 |         300 |      1300 |          0 | COMMON   |     false | -                                               |
| shallowbreath                         |       2 |         300 |        10 |          0 | COMMON   |      true | -                                               |
| sic_vapor                             |     -10 |        1000 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sic_vapor                    |
| signalum                              |    1000 |        1000 |      1000 |          0 | UNCOMMON |     false | tconstruct:molten_signalum                      |
| silver                                |    2000 |         480 |     10000 |         10 | RARE     |     false | tconstruct:molten_silver                        |
| slag_slurry                           |     300 |         300 |      1000 |          0 | UNCOMMON |     false | contenttweaker:slag_slurry                      |
| sodium                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sodium                       |
| sodium_fluoride_solution              |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_fluoride_solution     |
| sodium_hydroxide_solution             |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_hydroxide_solution    |
| stagnant_water                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | thebetweenlands:stagnant_water                  |
| steam                                 |   -1000 |         750 |       200 |          0 | COMMON   |      true | -                                               |
| steel                                 |    2000 |         681 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_steel                         |
| stone                                 |    2000 |         800 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_stone                         |
| sugar                                 |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_sugar                        |
| sulfur                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sulfur                       |
| sulfur_dioxide                        |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sulfur_dioxide               |
| sulfur_trioxide                       |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sulfur_trioxide              |
| sulfuric_acid                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sulfuric_acid                |
| swamp_water                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | thebetweenlands:swamp_water                     |
| sweetened_water                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                               |
| syrup                                 |    1400 |         300 |      2500 |          0 | COMMON   |     false | -                                               |
| tar                                   |    2000 |         330 |      2000 |          0 | COMMON   |     false | thebetweenlands:tar                             |
| thaumium                              |    2000 |         945 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_thaumium                 |
| thorium                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | tconstruct:molten_thorium                       |
| thorium_230                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| thorium_230_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| thorium_230_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| thorium_fluoride                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| thorium_fluoride_flibe                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| tin                                   |    2000 |         350 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_tin                           |
| tin_nak                               |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                               |
| tin_nak_hot                           |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                               |
| titanium                              |    2000 |         790 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_titanium                 |
| tough                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_tough                        |
| tree_oil                              |     900 |         300 |      1200 |          0 | COMMON   |     false | -                                               |
| tritium                               |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_tritium                      |
| unsweetened_chocolate                 |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_unsweetened_chocolate        |
| uranium                               |    2000 |         600 |     10000 |          0 | COMMON   |     false | immersiveengineering:molten_uranium             |
| uranium_233                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_233_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_233_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_235                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_235_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_235_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_238                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_238_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_238_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_fluoride                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| uranium_fluoride_flibe                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                               |
| water                                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | minecraft:water                                 |
| xpjuice                               |     800 |         300 |      1500 |         10 | COMMON   |     false | -                                               |
| zinc                                  |    2000 |         375 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_zinc                          |
+---------------------------------------+---------+-------------+-----------+------------+----------+-----------+-------------------------------------------------+
| Name                                  | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                           |
+---------------------------------------+---------+-------------+-----------+------------+----------+-----------+-------------------------------------------------+
